Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Views,Likes,Comments
Los Inquietos Del Norte,0.568,0.864,8,-5.081,0.0969,0.0518,0,0.12,0.961,114.938,777482,6489,121
Los Inquietos Del Norte,0.557,0.471,9,-7.374,0.0569,0.108,4.78E-06,0.0721,0.238,73.668,46083895,162778,4431
Los Inquietos Del Norte,0.603,0.645,10,-3.956,0.032,0.223,0,0.23,0.656,127.592,464560,4404,123
Los Inquietos Del Norte,0.627,0.92,7,-3.52,0.108,0.135,1.37E-06,0.136,0.963,155.986,20686197,101988,2112
Anuradha Paudwal,0.452,0.49,4,-11.685,0.0397,0.658,5.71E-06,0.167,0.724,123.669,4863905,28010,1026
Anuradha Paudwal,0.477,0.636,8,-8.334,0.0356,0.865,0.00226,0.208,0.707,84.547,21568405,70941,3025
Anuradha Paudwal,0.489,0.669,11,-10.788,0.0511,0.819,0.0206,0.281,0.713,149.928,275449,5144,1148
Anuradha Paudwal,0.356,0.733,9,-7.853,0.0389,0.742,0.0022,0.324,0.684,156.614,67046,644,21
Anuradha Paudwal,0.548,0.596,10,-11.22,0.111,0.115,3.93E-06,0.344,0.758,178.706,138316731,460485,14630
Anuradha Paudwal,0.41,0.72,7,-7.675,0.0476,0.827,0.00123,0.338,0.728,82.133,20821300,85122,2949
Anuradha Paudwal,0.499,0.534,8,-9.081,0.0316,0.877,0.00282,0.195,0.717,117.524,131926731,454724,18582
Anuradha Paudwal,0.719,0.466,3,-9.153,0.0417,0.733,1.81E-06,0.0973,0.812,137.159,9958511,86599,2917
Anuradha Paudwal,0.724,0.848,2,-4.724,0.0522,0.0787,9.16E-05,0.104,0.781,123.02,356812170,1038200,25173
Anuradha Paudwal,0.557,0.331,5,-10.184,0.0269,0.786,0.0026,0.0743,0.506,108.208,172628374,1070516,51494
Abhijeet,0.77,0.485,7,-11.612,0.0463,0.166,0.000196,0.289,0.932,121.685,40397640,171624,5521
Abhijeet,0.73,0.878,2,-6.067,0.048,0.255,3.74E-06,0.0558,0.762,117.715,39899525,189478,1966
Abhijeet,0.734,0.903,0,-3.972,0.0649,0.432,0.00569,0.2,0.712,102.009,138434,4454,253
Abhijeet,0.752,0.613,2,-12.95,0.0739,0.0404,4.86E-06,0.328,0.496,110.022,31191655,297961,5802
Abhijeet,0.365,0.449,0,-13.516,0.0356,0.662,2.46E-06,0.153,0.556,103.643,128549546,675571,27234
Abhijeet,0.578,0.626,0,-8.722,0.0411,0.772,0.000639,0.111,0.779,125.956,10483494,84625,2449
Abhijeet,0.741,0.884,1,-11.863,0.0554,0.161,0.000303,0.211,0.772,126.989,52624250,360309,9807
Abhijeet,0.756,0.716,6,-9.176,0.0678,0.208,1.89E-05,0.0599,0.757,119.935,124906144,554646,7277
Abhijeet,0.449,0.682,7,-9.665,0.0596,0.301,0,0.354,0.869,84.014,63524631,322523,4732
Abhijeet,0.728,0.961,6,-2.442,0.0572,0.0828,0.000548,0.0532,0.921,133.001,44335282,281870,2856
Sheila On 7,0.658,0.539,8,-12.051,0.026,0.156,0.0106,0.106,0.536,125.041,91585839,273218,23038
Sheila On 7,0.425,0.889,10,-5.7,0.0802,0.065,0,0.345,0.644,162.596,33800406,113817,8001
Sheila On 7,0.63,0.68,9,-4.556,0.0294,0.312,0,0.194,0.792,119.984,44606191,125772,7657
Sheila On 7,0.548,0.399,6,-13.183,0.0359,0.0127,0.0487,0.103,0.351,143.96,16532868,47757,4071
Sheila On 7,0.635,0.674,8,-9.089,0.0341,0.0575,0.00029,0.132,0.461,117.996,14402704,66758,6001
Sheila On 7,0.525,0.801,9,-4.74,0.0357,0.00548,0.00015,0.107,0.628,179.934,27588837,142598,10047
Sheila On 7,0.592,0.472,5,-6.775,0.0245,0.665,1.23E-06,0.332,0.288,79.973,12977643,43685,3652
Sheila On 7,0.687,0.616,11,-11.654,0.0297,0.15,0.00033,0.374,0.837,123.015,12997244,52820,6441
Sheila On 7,0.552,0.577,7,-7.29,0.024,0.244,1.89E-05,0.242,0.434,145.956,42045075,92087,9433
Sheila On 7,0.396,0.527,10,-8.658,0.0435,0.371,0.000306,0.166,0.165,185.807,26353588,112740,10032
Kavita Krishnamurthy,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,763524771,3554382,116387
Kavita Krishnamurthy,0.786,0.677,8,-8.624,0.183,0.172,0.000104,0.0446,0.858,94.985,21518763,166249,4082
Kavita Krishnamurthy,0.7,0.687,2,-9.292,0.0504,0.503,1.20E-05,0.057,0.815,136.028,101646038,559585,17907
Kavita Krishnamurthy,0.613,0.395,10,-14.281,0.0392,0.208,0.000665,0.189,0.455,172.014,31528649,99688,3881
Kavita Krishnamurthy,0.708,0.897,5,-4.083,0.102,0.0683,0.394,0.137,0.936,103.163,4355609,29421,15
Kavita Krishnamurthy,0.627,0.838,2,-8.168,0.0406,0.22,8.99E-06,0.122,0.728,138.856,68063660,449836,15942
Kavita Krishnamurthy,0.634,0.54,0,-10.506,0.0297,0.491,5.53E-05,0.115,0.81,121.061,40193796,220874,6438
Kavita Krishnamurthy,0.774,0.934,5,-6.422,0.0516,0.118,0.00284,0.0897,0.882,105.968,147,7,4
Kavita Krishnamurthy,0.692,0.875,8,-7.381,0.0571,0.545,5.78E-05,0.326,0.787,84.575,33280216,222910,
Kavita Krishnamurthy,0.554,0.824,10,-8.161,0.0857,0.523,1.63E-06,0.478,0.557,113.295,57941376,277673,6824
Jatin-Lalit,0.829,0.665,2,-8.128,0.0868,0.242,1.75E-05,0.123,0.861,122.043,446535927,2497499,68157
Jatin-Lalit,0.554,0.606,1,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,100186838,712576,17000
Jatin-Lalit,0.59,0.875,5,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,763524771,3554382,116387
Jatin-Lalit,0.547,0.554,7,-11.165,0.0374,0.602,0.000155,0.0735,0.848,91.386,248609552,958292,43351
Jatin-Lalit,0.792,0.635,7,-13.94,0.0863,0.349,5.92E-06,0.324,0.648,122.004,287993512,1406344,30074
Jatin-Lalit,0.364,0.687,0,-7.967,0.0571,0.656,0,0.175,0.663,161.008,67586332,351217,13841
Jatin-Lalit,0.465,0.682,4,-8.124,0.0512,0.381,0.00041,0.0801,0.583,164.01,34162741,234241,5445
Jatin-Lalit,0.645,0.908,11,-4.682,0.0997,0.421,1.60E-06,0.381,0.877,104.233,283786333,1201201,28815
Jatin-Lalit,0.723,0.73,11,-8.765,0.108,0.69,9.78E-06,0.406,0.924,90.088,76553627,294662,9084
Jatin-Lalit,0.548,0.506,6,-13.684,0.0495,0.492,0.000442,0.189,0.641,85.628,260569462,1122126,30650
Jamiroquai,0.662,0.949,6,-4.758,0.108,0.128,0,0.135,0.516,91.954,10562978,182971,6096
Jamiroquai,0.633,0.921,11,-7.719,0.0495,0.0261,0.00102,0.309,0.925,119.865,72271496,296506,7648
Jamiroquai,0.878,0.724,10,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,188870,8165,458
Jamiroquai,0.7,0.865,9,-5.827,0.133,0.0136,7.71E-05,0.0718,0.78,128.043,35182652,196980,7278
Jamiroquai,0.639,0.69,7,-10.047,0.264,0.0265,0.000551,0.146,0.579,119.63,160709,6507,324
Jamiroquai,0.707,0.797,7,-7.143,0.0435,0.2,0,0.302,0.633,105.395,37851192,143870,6628
Jamiroquai,0.799,0.69,11,-4.998,0.0749,0.0119,2.87E-05,0.133,0.896,129.297,916801,17915,700
Jamiroquai,0.815,0.875,7,-7.822,0.0598,0.174,0.048,0.136,0.733,105.805,23816855,93027,2911
Jamiroquai,0.65,0.741,10,-8.368,0.118,0.155,0.404,0.175,0.751,110.179,27426359,136029,5141
Jamiroquai,0.618,0.893,6,-6.475,0.109,0.171,3.17E-05,0.285,0.515,91.972,10562978,182971,6096
El Cuarteto De Nos,0.687,0.851,1,-3.413,0.0409,0.0977,0,0.0785,0.637,94.963,147866,5098,108
El Cuarteto De Nos,0.611,0.826,1,-3.906,0.0234,0.00239,0.000224,0.182,0.666,95.995,17058314,167360,1205
El Cuarteto De Nos,0.676,0.785,11,-5.39,0.0293,0.119,0,0.134,0.502,102.046,92490753,648734,17806
El Cuarteto De Nos,0.73,0.866,7,-2.693,0.0263,0.0151,0,0.249,0.824,113.004,26308340,199531,6954
El Cuarteto De Nos,0.661,0.75,9,-5.816,0.0402,0.0614,0,0.267,0.524,105.984,253656,5591,269
El Cuarteto De Nos,0.463,0.862,9,-3.002,0.0391,0.0572,0,0.0722,0.551,163.018,6095670,91536,495
El Cuarteto De Nos,0.616,0.766,4,-6.59,0.0382,0.0776,0,0.361,0.373,83.965,22932644,210051,6592
El Cuarteto De Nos,0.601,0.882,7,-5.191,0.0262,0.011,0,0.0963,0.696,105.022,5400817,46237,1443
El Cuarteto De Nos,0.648,0.792,0,-6.058,0.035,0.0657,5.31E-06,0.0788,0.935,159.968,3138018,61112,1352
El Cuarteto De Nos,0.557,0.691,4,-5.957,0.0365,0.0341,0,0.0942,0.751,149.993,6397396,71729,119
Placebo,0.478,0.923,10,-7.547,0.0569,2.70E-05,0.719,0.325,0.165,133.135,53078513,255870,7332
Placebo,0.45,0.357,10,-13.691,0.0338,0.268,0.519,0.0944,0.0838,179.935,15126585,118541,5305
Placebo,0.328,0.904,3,-5.063,0.0455,4.31E-05,0.064,0.11,0.516,186.253,41383544,204283,
Placebo,0.3,0.571,10,-10.152,0.0331,0.00082,0.8,0.0851,0.0413,178.089,26358859,134816,3040
Placebo,0.435,0.886,11,-4.749,0.0803,0.0061,0.00482,0.0993,0.44,165.007,23959165,157934,4195
Placebo,0.461,0.91,1,-7.198,0.0359,8.58E-05,0.0471,0.0863,0.615,155.697,16403557,81154,2265
Placebo,0.348,0.898,8,-6.835,0.0701,0.0367,3.73E-05,0.11,0.2,81.268,15797812,115526,3339
Placebo,0.397,0.942,1,-2.53,0.0869,0.000227,0.24,0.14,0.356,158.993,8637951,47637,1343
Placebo,0.371,0.636,5,-6.303,0.0301,7.59E-05,0.00757,0.349,0.193,155.466,147854,2070,26
Placebo,0.408,0.891,0,-7.094,0.0505,3.51E-05,0.000517,0.11,0.196,167.996,5130949,73618,4460
Tom Morello,0.704,0.819,9,-2.974,0.0626,0.00176,0,0.094,0.914,139.921,4371473,167466,5705
Tom Morello,0.339,0.849,6,-3.972,0.0928,0.0011,0,0.189,0.395,176.04,2326310,54937,1429
Tom Morello,0.556,0.93,1,-6.1,0.119,0.00134,0.0251,0.758,0.608,160.068,729295,23925,1411
Tom Morello,0.229,0.888,6,-2.641,0.097,0.00258,1.67E-06,0.365,0.268,156.254,275652,5260,258
Tom Morello,0.511,0.854,11,-4.563,0.132,0.00434,3.17E-06,0.362,0.495,129.899,130232,3319,214
Tom Morello,0.392,0.942,9,-8.62,0.559,0.158,4.48E-05,0.802,0.582,174.311,7140612,37433,1857
Tom Morello,0.427,0.843,2,-4.797,0.0618,0.00402,0.00605,0.0945,0.284,81.618,148394,3985,179
Tom Morello,0.552,0.892,10,-3.277,0.109,0.0038,0,0.0749,0.354,116.046,598658,10540,812
Tom Morello,0.26,0.82,0,-8.387,0.216,0.309,1.65E-05,0.975,0.637,173.314,30290,528,7
Tom Morello,0.523,0.896,11,-3.221,0.138,0.00283,0.0315,0.183,0.639,188.137,1131475,27192,616
Nine Inch Nails,0.547,0.714,10,-8.628,0.044,0.000242,0.636,0.122,0.541,89.996,930,32,0
Nine Inch Nails,0.587,0.99,0,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992,28537614,185808,7319
Nine Inch Nails,0.666,0.798,9,-11.26,0.0477,0.00848,0.00186,0.585,0.442,115.382,19129592,171826,8955
Nine Inch Nails,0.49,0.158,9,-18.148,0.04,0.773,0.0227,0.121,0.0826,79.833,1741215,17827,1147
Nine Inch Nails,0.551,0.683,0,-7.308,0.0345,0.000297,0.305,0.105,0.179,100.03,16838532,118909,7217
Nine Inch Nails,0.516,0.989,7,-7.206,0.0754,0.000407,0.355,0.697,0.149,135.053,8960350,66719,4261
Nine Inch Nails,0.627,0.883,5,-8.988,0.0947,0.0207,0.00346,0.323,0.252,149.024,4749528,74051,4067
Nine Inch Nails,0.607,0.941,0,-6.163,0.0486,0.0217,0.071,0.119,0.414,144.04,5794519,48915,2793
Nine Inch Nails,0.7,0.807,9,-5.711,0.029,0.000576,0.00488,0.0996,0.963,112.15,12116450,95881,4293
Nine Inch Nails,0.61,0.605,6,-12.484,0.0419,0.000925,0.157,0.344,0.458,87.953,855489,9703,894
Patricio Rey y sus Redonditos de Ricota,0.532,0.776,9,-7.873,0.03,0.024,0.000419,0.358,0.667,137.736,8626670,34777,527
Patricio Rey y sus Redonditos de Ricota,0.635,0.682,7,-7.072,0.0262,0.0304,1.90E-05,0.09,0.712,134.97,11107521,34087,762
Patricio Rey y sus Redonditos de Ricota,0.518,0.806,9,-6.57,0.0291,0.00683,0.00462,0.065,0.662,129.465,15306684,27045,2141
Patricio Rey y sus Redonditos de Ricota,0.436,0.797,5,-6.763,0.0641,0.0092,0.00539,0.602,0.71,126.949,14838879,26386,1265
Patricio Rey y sus Redonditos de Ricota,0.566,0.738,5,-6.682,0.0451,0.0734,0.000119,0.0431,0.821,80.475,11565541,31391,790
Patricio Rey y sus Redonditos de Ricota,0.476,0.706,5,-10.136,0.217,0.0047,0.000118,0.267,0.488,169.491,,,
Patricio Rey y sus Redonditos de Ricota,0.618,0.699,0,-5.696,0.0275,0.0109,0.00022,0.26,0.61,112.33,18319691,43967,1036
Patricio Rey y sus Redonditos de Ricota,0.641,0.677,7,-10.142,0.0327,0.0506,0.112,0.0687,0.896,120.666,1499573,11748,243
Patricio Rey y sus Redonditos de Ricota,0.437,0.875,2,-5.366,0.0318,0.00363,0.000532,0.29,0.724,145.474,1871738,9326,910
Patricio Rey y sus Redonditos de Ricota,0.718,0.529,7,-7.982,0.0265,0.006,0.0013,0.0526,0.479,106.092,1193988,9220,203
Will Smith,0.881,0.874,6,-4.505,0.139,0.0175,1.14E-06,0.154,0.858,107.891,105803817,721787,24062
Will Smith,0.877,0.534,1,-6.178,0.15,0.0339,1.67E-05,0.0441,0.89,108.17,74314794,523667,17935
Will Smith,0.445,0.532,8,-8.018,0.0405,0.254,0,0.109,0.465,128.776,38460882,490390,17000
Will Smith,0.688,0.732,2,-6.162,0.0618,0.0536,0,0.145,0.665,97.703,111258741,845439,0
Will Smith,0.409,0.765,10,-5.674,0.104,0.0574,0,0.0922,0.365,97.383,167373829,1179147,0
Will Smith,0.582,0.944,2,-0.928,0.185,0.00573,1.27E-06,0.547,0.8,143.97,43926776,526035,46934
Will Smith,0.801,0.581,5,-8.491,0.0681,0.0968,0.000318,0.0971,0.656,107.545,123676341,971758,30500
Will Smith,0.817,0.74,11,-4.566,0.283,0.266,0,0.0992,0.674,130.04,198040556,1616301,61093
Will Smith,0.929,0.557,10,-9.404,0.289,0.166,0,0.19,0.685,102.93,224677,4720,67
Will Smith,0.877,0.885,1,-4.966,0.17,0.007,0.000497,0.557,0.517,102.507,65221073,473680,14439
PXNDX,0.488,0.897,8,-6.503,0.114,0.00904,5.91E-05,0.311,0.814,172.054,71855,1295,39
PXNDX,0.341,0.916,8,-4.842,0.0841,0.00144,0,0.231,0.578,159.925,107214055,431295,18923
PXNDX,0.384,0.891,7,-5.869,0.118,0.000169,0.0016,0.158,0.498,164.045,39942299,206712,9018
PXNDX,0.539,0.794,10,-7.638,0.0698,0.000819,0,0.106,0.603,122.065,58143096,200558,8981
PXNDX,0.331,0.758,3,-6.161,0.0608,0.139,2.69E-05,0.368,0.382,188.167,65348308,232766,14044
PXNDX,0.315,0.863,8,-7.12,0.0931,0.0031,0,0.0968,0.547,173.869,53425,684,39
PXNDX,0.479,0.93,4,-4.759,0.0879,0.0317,0,0.0558,0.523,150.12,56130011,180860,10144
PXNDX,0.464,0.95,5,-4.555,0.0677,0.0589,2.61E-05,0.305,0.37,141.983,35428804,184347,7669
PXNDX,0.473,0.886,8,-6.836,0.128,0.000288,0,0.106,0.405,126.027,32263304,122898,6043
PXNDX,0.293,0.884,3,-4.19,0.0787,0.00151,1.02E-06,0.15,0.305,180.094,5308909,35631,1979
Heroes Del Silencio,0.374,0.85,4,-5.657,0.0404,0.0904,0,0.116,0.348,125.796,188515677,625074,16775
Heroes Del Silencio,0.458,0.746,11,-9.444,0.0318,0.0351,0,0.172,0.511,166.095,190805443,791783,21894
Heroes Del Silencio,0.698,0.605,9,-11.492,0.0302,0.313,0.000238,0.0783,0.8,134.092,27074703,104706,4976
Heroes Del Silencio,0.647,0.402,2,-9.14,0.0282,0.508,0,0.107,0.237,113.27,133123057,368228,8682
Heroes Del Silencio,0.444,0.889,7,-3.756,0.105,0.273,0.000278,0.193,0.633,169.907,55182,322,10
Heroes Del Silencio,0.416,0.924,8,-3.836,0.0767,0.0302,0,0.0687,0.691,160.046,34562110,87267,3172
Heroes Del Silencio,0.494,0.858,9,-5.578,0.0811,0.215,0,0.0981,0.525,170.177,54087,437,22
Heroes Del Silencio,0.518,0.872,2,-4.286,0.0317,0.0552,0.00107,0.117,0.468,140.349,611878,6752,223
Heroes Del Silencio,0.424,0.912,2,-3.074,0.0537,0.0124,0,0.126,0.464,145.412,9231146,40884,541
Heroes Del Silencio,0.566,0.919,11,-2.697,0.0309,0.0205,6.45E-06,0.309,0.717,111.208,111066,1366,88
Bonnie Tyler,0.431,0.723,8,-5.887,0.0568,0.145,0,0.374,0.19,130.141,936853373,4505962,139245
Bonnie Tyler,0.616,0.685,9,-15.289,0.04,0.0245,1.13E-05,0.0491,0.895,150.055,140646077,1119649,41103
Bonnie Tyler,0.535,0.676,0,-6.361,0.0296,0.0381,0,0.0837,0.549,118.852,82006405,605196,13098
Bonnie Tyler,0.439,0.512,8,-12.871,0.0514,0.348,0,0.154,0.197,131.351,936853373,4505962,139245
Bonnie Tyler,0.549,0.89,9,-7.973,0.0613,0.0057,0.00053,0.128,0.84,149.092,140646077,1119649,41103
Bonnie Tyler,0.552,0.867,0,-4.066,0.0321,0.0258,0,0.121,0.495,116.976,82006405,605196,13098
Bonnie Tyler,0.63,0.52,0,-14.214,0.0319,0.39,0,0.265,0.781,125.572,9283352,102679,2033
Bonnie Tyler,0.459,0.765,8,-3.033,0.0422,0.55,0,0.115,0.284,135.96,63335101,187438,5443
Bonnie Tyler,0.524,0.676,8,-9.11,0.0698,0.0949,0,0.0836,0.638,95.949,691180,4693,158
Bonnie Tyler,0.545,0.702,4,-12.182,0.0542,0.0875,0.000405,0.198,0.496,119.976,5666662,33126,918
Sir Simon Rattle,0.149,0.128,2,-20.459,0.0462,0.944,0.928,0.0703,0.113,47.362,280316,6070,19
Sir Simon Rattle,0.064,0.0735,10,-24.133,0.054,0.974,0.861,0.28,0.0306,72.616,43099,902,33
Sir Simon Rattle,0.139,0.148,7,-18.882,0.0386,0.929,0.954,0.106,0.0788,142.536,219577,5551,19
Sir Simon Rattle,0.444,0.116,4,-23.172,0.041,0.977,0.868,0.0862,0.512,150.319,32437,502,18
Sir Simon Rattle,0.422,0.0461,10,-26.781,0.04,0.977,0.839,0.0557,0.337,118.922,61684,563,2
Sir Simon Rattle,0.317,0.0205,4,-31.8,0.0351,0.913,0.775,0.17,0.0463,111.004,89503,1399,2
Sir Simon Rattle,0.227,0.0227,11,-29.761,0.0432,0.988,0.909,0.103,0.04,84.99,411964,6858,362
Sir Simon Rattle,0.241,0.099,9,-26.281,0.0422,0.92,0.934,0.103,0.0986,106.902,24472,206,1
Sir Simon Rattle,0.256,0.246,0,-21.403,0.049,0.901,0.297,0.578,0.639,62.102,9774,64,0
Sir Simon Rattle,0.395,0.5,7,-15.975,0.0442,0.919,0.667,0.091,0.851,157.195,41530,520,6
Boyz II Men,0.64,0.427,5,-9.29,0.0241,0.0664,0,0.0579,0.529,149.703,253110030,1399196,44571
Boyz II Men,0.568,0.495,1,-8.964,0.0299,0.353,0,0.0839,0.303,128.234,283505590,1178769,45004
Boyz II Men,0.567,0.501,2,-8.038,0.0241,0.0995,0,0.0986,0.2,142.589,183987384,861884,23242
Boyz II Men,0.631,0.516,8,-8.225,0.0353,0.413,0,0.115,0.18,116.654,140877852,623436,21966
Boyz II Men,0.754,0.857,2,-9.699,0.0605,0.0143,2.14E-05,0.278,0.785,114.144,13707775,141443,6200
Boyz II Men,0.362,0.268,6,-7.757,0.0399,0.909,0,0.15,0.394,81.912,10860470,231582,9164
Boyz II Men,0.697,0.409,0,-11.238,0.0369,0.685,2.83E-05,0.114,0.542,124.382,11271839,98210,3418
Boyz II Men,0.589,0.368,0,-12.979,0.0264,0.475,0,0.108,0.523,89.626,67225344,305811,12094
Boyz II Men,0.89,0.558,8,-3.036,0.0667,0.00133,0,0.0287,0.747,101.95,3065326,18530,522
Boyz II Men,0.498,0.508,2,-5.883,0.0348,0.0325,0,0.136,0.199,74.866,13757206,51339,1878
Antônio Carlos Jobim,0.654,0.393,3,-13.392,0.129,0.865,2.97E-06,0.123,0.533,143.801,288,7,0
Antônio Carlos Jobim,0.793,0.372,10,-15.491,0.0509,0.687,0.573,0.105,0.482,120.134,143819,1858,41
Antônio Carlos Jobim,0.451,0.277,9,-11.615,0.059,0.876,0,0.118,0.783,116.679,4531439,132582,2011
Antônio Carlos Jobim,0.541,0.321,5,-14.418,0.0329,0.714,0.00345,0.101,0.549,133.531,84413,1379,27
Antônio Carlos Jobim,0.623,0.191,5,-22.171,0.0331,0.315,0.696,0.0587,0.646,121.189,2099,89,2
Antônio Carlos Jobim,0.612,0.156,3,-15.823,0.0396,0.962,0.0026,0.102,0.415,131.09,3555,100,0
Antônio Carlos Jobim,0.552,0.314,7,-20.681,0.0337,0.831,0.831,0.0861,0.873,144.921,1641265,17664,482
Antônio Carlos Jobim,0.419,0.354,0,-13.401,0.0392,0.929,0.836,0.152,0.126,139.082,84413,1379,27
Antônio Carlos Jobim,0.65,0.322,7,-16.298,0.122,0.577,0.121,0.0712,0.448,136.007,197353,1956,45
Antônio Carlos Jobim,0.646,0.24,7,-20.377,0.0408,0.391,0.887,0.0811,0.917,143.967,96822,1283,42
Boston,0.377,0.681,7,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,26111453,239717,9748
Boston,0.419,0.677,4,-6.183,0.0343,0.00101,9.99E-05,0.211,0.684,127.678,10605802,83525,3852
Boston,0.449,0.424,7,-14.06,0.0323,0.32,1.69E-06,0.107,0.259,125.494,869601,9246,569
Boston,0.197,0.796,2,-7.335,0.0645,0.000541,0.417,0.187,0.522,175.02,251365,4369,135
Boston,0.435,0.657,5,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,14560556,93137,6293
Boston,0.487,0.838,4,-6.153,0.0431,0.00351,2.92E-05,0.377,0.655,136.741,3226062,16518,992
Boston,0.359,0.717,2,-10.309,0.0405,0.015,0.00365,0.36,0.47,121.878,9947235,65364,4743
Boston,0.383,0.814,3,-7.23,0.0405,0.0011,0.00406,0.101,0.569,116.454,2388325,18013,1577
Boston,0.265,0.75,6,-7.338,0.0566,0.000708,0.000185,0.0969,0.364,131.464,143262,2226,103
Boston,0.488,0.634,2,-7.232,0.0346,0.00367,0,0.254,0.681,76.698,117785,1877,35
Kid Rock,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997,90366300,352287,10324
Kid Rock,0.692,0.496,7,-7.332,0.0241,0.172,6.42E-06,0.107,0.376,97.945,301471473,1370129,32164
Kid Rock,0.551,0.939,11,-5.371,0.171,0.00172,0.000239,0.109,0.367,90.592,45439378,267690,9017
Kid Rock,0.608,0.897,1,-2.921,0.291,0.085,0,0.108,0.868,166.652,63064835,302405,8490
Kid Rock,0.628,0.749,4,-5.18,0.03,0.0569,0.00204,0.134,0.31,129.2,262268352,1186617,41521
Kid Rock,0.617,0.921,9,-3.2,0.179,0.161,0,0.0887,0.688,184.028,9538970,59714,1694
Kid Rock,0.766,0.681,7,-6.919,0.0565,0.151,8.68E-05,0.266,0.853,141.94,786246,7335,172
Kid Rock,0.592,0.917,9,-1.278,0.0275,0.00637,1.30E-06,0.112,0.682,127.439,80006664,326284,16840
Kid Rock,0.615,0.889,4,-2.539,0.0371,0.00388,0,0.0947,0.659,131.96,43814814,196030,6100
Kid Rock,0.671,0.933,1,-4.21,0.215,0.0463,0,0.123,0.455,92.329,2961411,25066,513
The All-American Rejects,0.718,0.691,4,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,172694146,1263743,47315
The All-American Rejects,0.465,0.954,10,-4.251,0.044,0.000346,5.38E-06,0.573,0.458,143.85,105939318,654574,75534
The All-American Rejects,0.518,0.916,3,-3.858,0.0454,0.000148,0,0.291,0.646,109.864,71392509,460958,26421
The All-American Rejects,0.553,0.717,7,-5.857,0.0318,6.48E-05,0.128,0.0385,0.318,127.947,40470914,191411,11656
The All-American Rejects,0.454,0.636,0,-4.731,0.0273,0.00228,0,0.154,0.313,87.89,64242034,338960,20006
The All-American Rejects,0.415,0.913,7,-5.361,0.0482,0.000543,3.02E-05,0.284,0.427,164.289,9722672,56159,3800
The All-American Rejects,0.496,0.849,0,-4.975,0.0368,0.000333,9.16E-06,0.354,0.828,171.965,337003,1385,177
The All-American Rejects,0.647,0.512,5,-4.162,0.0714,0.0017,5.97E-05,0.0689,0.695,135.171,4238494,42923,2757
The All-American Rejects,0.322,0.879,1,-3.297,0.0661,0.0316,0.081,0.267,0.227,179.911,13697099,57288,4990
The All-American Rejects,0.411,0.336,4,-7.999,0.0295,0.726,0,0.191,0.258,109.855,290248,5482,118
Dybbukk,0.632,0.322,8,-7.652,0.0465,0.0307,0.535,0.44,0.367,70.917,36554,832,16
Dybbukk,0.758,0.488,1,-9.124,0.109,0.00468,0.294,0.418,0.399,137.506,27811,552,27
Dybbukk,0.664,0.11,8,-21.273,0.0363,0.763,0.813,0.0913,0.281,100.062,7630,241,10
Dybbukk,0.631,0.12,0,-21.463,0.0349,0.871,0.842,0.111,0.0742,118.84,3269365,93996,3225
Dybbukk,0.426,0.606,7,-12.203,0.0908,0.552,7.25E-05,0.17,0.213,143.777,11342149,144513,1798
Dybbukk,0.698,0.502,7,-8.716,0.0476,0.104,0.909,0.0633,0.818,85.022,2403,61,0
Dybbukk,0.8,0.313,1,-13.494,0.135,0.531,0.945,0.108,0.217,114.902,,,
Dybbukk,0.497,0.0672,0,-36.062,0.0331,0.989,0.899,0.112,0.702,154.121,60198,2352,0
Dybbukk,0.267,0.137,1,-30.893,0.0422,0.976,0.855,0.12,0.0399,69.347,26531,901,12
Dybbukk,0.411,0.425,1,-14.486,0.0436,0.664,0.00165,0.113,0.0913,106.282,540,19,0
Kansas,0.475,0.322,7,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,222743611,1576828,49971
Kansas,0.482,0.786,7,-5.735,0.032,0.00321,8.88E-05,0.446,0.793,126.755,74404520,712626,26873
Kansas,0.406,0.683,0,-6.593,0.0327,0.00199,1.29E-05,0.383,0.821,126.737,20086,285,10
Kansas,0.687,0.59,5,-5.204,0.0367,0.0889,0.000173,0.171,0.653,136.232,3424927,26145,1271
Kansas,0.641,0.629,2,-8.709,0.0328,0.208,1.58E-06,0.0674,0.253,118.129,3730246,27596,1226
Kansas,0.556,0.781,10,-5.535,0.0435,0.129,0,0.325,0.926,117.986,1145532,6883,707
Kansas,0.151,0.664,11,-5.913,0.0334,0.0664,9.09E-06,0.115,0.196,171.207,1359219,7760,1068
Kansas,0.492,0.47,10,-14.237,0.0367,0.0156,0,0.659,0.665,113.22,146588,1452,131
Kansas,0.448,0.612,4,-6.951,0.0366,0.0288,0,0.11,0.537,158.22,1578463,10948,710
